"MTU (CET/CEST)","Generation - Wind Offshore [MW] Day Ahead/ BZN|ES","Generation - Wind Offshore [MW] Intraday / BZN|ES","Generation - Wind Offshore [MW] Current / BZN|ES","Generation - Wind Onshore [MW] Day Ahead/ BZN|ES","Generation - Wind Onshore [MW] Intraday / BZN|ES","Generation - Wind Onshore [MW] Current / BZN|ES"
"22.04.2020 09:00 - 22.04.2020 10:00","n/e","n/e","n/e","6438","5779","5861"
"22.04.2020 10:00 - 22.04.2020 11:00","n/e","n/e","n/e","5928","4976","5041"
"22.04.2020 11:00 - 22.04.2020 12:00","n/e","n/e","n/e","5224","4201","4370"
"22.04.2020 12:00 - 22.04.2020 13:00","n/e","n/e","n/e","4420","3371","3787"
"22.04.2020 13:00 - 22.04.2020 14:00","n/e","n/e","n/e","3676","2768","3325"
"22.04.2020 14:00 - 22.04.2020 15:00","n/e","n/e","n/e","3211","2558","2652"
"22.04.2020 15:00 - 22.04.2020 16:00","n/e","n/e","n/e","2864","2393","2272"
"22.04.2020 16:00 - 22.04.2020 17:00","n/e","n/e","n/e","2620","2274","2287"
"22.04.2020 17:00 - 22.04.2020 18:00","n/e","n/e","n/e","2548","2221","2567"
"22.04.2020 18:00 - 22.04.2020 19:00","n/e","n/e","n/e","2485","2122","2757"
"22.04.2020 19:00 - 22.04.2020 20:00","n/e","n/e","n/e","2430","2128","2733"
"22.04.2020 20:00 - 22.04.2020 21:00","n/e","n/e","n/e","2364","1957","2805"
"22.04.2020 21:00 - 22.04.2020 22:00","n/e","n/e","n/e","2321","1824","2808"
"22.04.2020 22:00 - 22.04.2020 23:00","n/e","n/e","n/e","2269","1768","2677"
"22.04.2020 23:00 - 23.04.2020 00:00","n/e","n/e","n/e","2019","1584","2406"
"23.04.2020 00:00 - 23.04.2020 01:00","n/e","n/e","n/e","2104","2337","2337"
"23.04.2020 01:00 - 23.04.2020 02:00","n/e","n/e","n/e","1996","2133","2133"
"23.04.2020 02:00 - 23.04.2020 03:00","n/e","n/e","n/e","1890","2003","2003"
"23.04.2020 03:00 - 23.04.2020 04:00","n/e","n/e","n/e","1897","2150","2150"
"23.04.2020 04:00 - 23.04.2020 05:00","n/e","n/e","n/e","1964","2086","2086"
"23.04.2020 05:00 - 23.04.2020 06:00","n/e","n/e","n/e","2052","2000","2000"
"23.04.2020 06:00 - 23.04.2020 07:00","n/e","n/e","n/e","2115","1941","1941"
"23.04.2020 07:00 - 23.04.2020 08:00","n/e","n/e","n/e","2206","2050","2050"
"23.04.2020 08:00 - 23.04.2020 09:00","n/e","n/e","n/e","2219","2154","2162"
"23.04.2020 09:00 - 23.04.2020 10:00","n/e","n/e","n/e","2222","2183","2077"
"23.04.2020 10:00 - 23.04.2020 11:00","n/e","n/e","n/e","2249","2247","2192"
"23.04.2020 11:00 - 23.04.2020 12:00","n/e","n/e","n/e","2325","2390","2496"
"23.04.2020 12:00 - 23.04.2020 13:00","n/e","n/e","n/e","2405","2528","2767"
"23.04.2020 13:00 - 23.04.2020 14:00","n/e","n/e","n/e","2477","2638","2782"
"23.04.2020 14:00 - 23.04.2020 15:00","n/e","n/e","n/e","2527","2754","2782"
"23.04.2020 15:00 - 23.04.2020 16:00","n/e","n/e","n/e","2590","2813","2883"
"23.04.2020 16:00 - 23.04.2020 17:00","n/e","n/e","n/e","2669","2884","3095"
"23.04.2020 17:00 - 23.04.2020 18:00","n/e","n/e","n/e","2709","2943","3160"
"23.04.2020 18:00 - 23.04.2020 19:00","n/e","n/e","n/e","2744","2995","3308"
"23.04.2020 19:00 - 23.04.2020 20:00","n/e","n/e","n/e","2789","3001","3328"
"23.04.2020 20:00 - 23.04.2020 21:00","n/e","n/e","n/e","3014","3167","3333"
"23.04.2020 21:00 - 23.04.2020 22:00","n/e","n/e","n/e","3272","3362","3401"
"23.04.2020 22:00 - 23.04.2020 23:00","n/e","n/e","n/e","3522","3639","3598"
"23.04.2020 23:00 - 24.04.2020 00:00","n/e","n/e","n/e","3566","3685","3700"
"24.04.2020 00:00 - 24.04.2020 01:00","n/e","n/e","n/e","3650","3647","3647"
"24.04.2020 01:00 - 24.04.2020 02:00","n/e","n/e","n/e","3638","3639","3639"
"24.04.2020 02:00 - 24.04.2020 03:00","n/e","n/e","n/e","3568","3649","3649"
"24.04.2020 03:00 - 24.04.2020 04:00","n/e","n/e","n/e","3422","3398","3398"
"24.04.2020 04:00 - 24.04.2020 05:00","n/e","n/e","n/e","3269","3138","3138"
"24.04.2020 05:00 - 24.04.2020 06:00","n/e","n/e","n/e","3222","3050","3050"
"24.04.2020 06:00 - 24.04.2020 07:00","n/e","n/e","n/e","3212","3060","3060"
"24.04.2020 07:00 - 24.04.2020 08:00","n/e","n/e","n/e","3207","2936","2936"
"24.04.2020 08:00 - 24.04.2020 09:00","n/e","n/e","n/e","3023","2894","2919"
"24.04.2020 09:00 - 24.04.2020 10:00","n/e","n/e","n/e","2921","2870","2611"
"24.04.2020 10:00 - 24.04.2020 11:00","n/e","n/e","n/e","2897","2821","2643"
"24.04.2020 11:00 - 24.04.2020 12:00","n/e","n/e","n/e","3073","2925","2806"
"24.04.2020 12:00 - 24.04.2020 13:00","n/e","n/e","n/e","3294","3134","3033"
"24.04.2020 13:00 - 24.04.2020 14:00","n/e","n/e","n/e","3469","3358","3348"
"24.04.2020 14:00 - 24.04.2020 15:00","n/e","n/e","n/e","3590","3564","3475"
"24.04.2020 15:00 - 24.04.2020 16:00","n/e","n/e","n/e","3640","3666","3850"
"24.04.2020 16:00 - 24.04.2020 17:00","n/e","n/e","n/e","3698","3693","4129"
"24.04.2020 17:00 - 24.04.2020 18:00","n/e","n/e","n/e","3559","3714","3940"
"24.04.2020 18:00 - 24.04.2020 19:00","n/e","n/e","n/e","3374","3608","4151"
"24.04.2020 19:00 - 24.04.2020 20:00","n/e","n/e","n/e","3159","3407","4433"
"24.04.2020 20:00 - 24.04.2020 21:00","n/e","n/e","n/e","3289","3385","4340"
"24.04.2020 21:00 - 24.04.2020 22:00","n/e","n/e","n/e","3495","3437","3891"
"24.04.2020 22:00 - 24.04.2020 23:00","n/e","n/e","n/e","3755","3417","3995"
"24.04.2020 23:00 - 25.04.2020 00:00","n/e","n/e","n/e","3595","3251","3909"
"25.04.2020 00:00 - 25.04.2020 01:00","n/e","n/e","n/e","2907","3140","3140"
"25.04.2020 01:00 - 25.04.2020 02:00","n/e","n/e","n/e","2592","2786","2786"
"25.04.2020 02:00 - 25.04.2020 03:00","n/e","n/e","n/e","2262","2604","2604"
"25.04.2020 03:00 - 25.04.2020 04:00","n/e","n/e","n/e","1950","1949","1949"
"25.04.2020 04:00 - 25.04.2020 05:00","n/e","n/e","n/e","1611","1362","1362"
"25.04.2020 05:00 - 25.04.2020 06:00","n/e","n/e","n/e","1336","1078","1078"
"25.04.2020 06:00 - 25.04.2020 07:00","n/e","n/e","n/e","1091","912","912"
"25.04.2020 07:00 - 25.04.2020 08:00","n/e","n/e","n/e","857","670","670"
"25.04.2020 08:00 - 25.04.2020 09:00","n/e","n/e","n/e","767","563","552"
"25.04.2020 09:00 - 25.04.2020 10:00","n/e","n/e","n/e","693","426","434"
"25.04.2020 10:00 - 25.04.2020 11:00","n/e","n/e","n/e","691","384","387"
"25.04.2020 11:00 - 25.04.2020 12:00","n/e","n/e","n/e","713","485","391"
"25.04.2020 12:00 - 25.04.2020 13:00","n/e","n/e","n/e","742","666","479"
"25.04.2020 13:00 - 25.04.2020 14:00","n/e","n/e","n/e","897","887","760"
"25.04.2020 14:00 - 25.04.2020 15:00","n/e","n/e","n/e","1118","1124","998"
"25.04.2020 15:00 - 25.04.2020 16:00","n/e","n/e","n/e","1340","1362","1166"
"25.04.2020 16:00 - 25.04.2020 17:00","n/e","n/e","n/e","1522","1668","1582"
"25.04.2020 17:00 - 25.04.2020 18:00","n/e","n/e","n/e","1682","1914","1765"
"25.04.2020 18:00 - 25.04.2020 19:00","n/e","n/e","n/e","1885","2127","2286"
"25.04.2020 19:00 - 25.04.2020 20:00","n/e","n/e","n/e","2118","2320","2653"
"25.04.2020 20:00 - 25.04.2020 21:00","n/e","n/e","n/e","2306","2493","2305"
"25.04.2020 21:00 - 25.04.2020 22:00","n/e","n/e","n/e","2386","2663","2411"
"25.04.2020 22:00 - 25.04.2020 23:00","n/e","n/e","n/e","2550","2793","2678"
"25.04.2020 23:00 - 26.04.2020 00:00","n/e","n/e","n/e","2604","2838","2708"
"26.04.2020 00:00 - 26.04.2020 01:00","n/e","n/e","n/e","2765","2665","2665"
"26.04.2020 01:00 - 26.04.2020 02:00","n/e","n/e","n/e","2733","2735","2735"
"26.04.2020 02:00 - 26.04.2020 03:00","n/e","n/e","n/e","2706","2974","2974"
"26.04.2020 03:00 - 26.04.2020 04:00","n/e","n/e","n/e","2667","2979","2979"
"26.04.2020 04:00 - 26.04.2020 05:00","n/e","n/e","n/e","2602","2950","2950"
"26.04.2020 05:00 - 26.04.2020 06:00","n/e","n/e","n/e","2466","2819","2819"
"26.04.2020 06:00 - 26.04.2020 07:00","n/e","n/e","n/e","2316","2533","2533"
"26.04.2020 07:00 - 26.04.2020 08:00","n/e","n/e","n/e","2129","2438","2438"
"26.04.2020 08:00 - 26.04.2020 09:00","n/e","n/e","n/e","1968","2198","2163"
"26.04.2020 09:00 - 26.04.2020 10:00","n/e","n/e","n/e","1814","1933","1758"
"26.04.2020 10:00 - 26.04.2020 11:00","n/e","n/e","n/e","1665","1636","1600"
"26.04.2020 11:00 - 26.04.2020 12:00","n/e","n/e","n/e","1565","1598","1508"
"26.04.2020 12:00 - 26.04.2020 13:00","n/e","n/e","n/e","1543","1626","1371"
"26.04.2020 13:00 - 26.04.2020 14:00","n/e","n/e","n/e","1581","1677","1347"
"26.04.2020 14:00 - 26.04.2020 15:00","n/e","n/e","n/e","1800","1897","1529"
"26.04.2020 15:00 - 26.04.2020 16:00","n/e","n/e","n/e","2129","2179","1888"
"26.04.2020 16:00 - 26.04.2020 17:00","n/e","n/e","n/e","2426","2554","2424"
"26.04.2020 17:00 - 26.04.2020 18:00","n/e","n/e","n/e","2628","2821","2926"
"26.04.2020 18:00 - 26.04.2020 19:00","n/e","n/e","n/e","2773","2886","2909"
"26.04.2020 19:00 - 26.04.2020 20:00","n/e","n/e","n/e","2844","2957","3377"
"26.04.2020 20:00 - 26.04.2020 21:00","n/e","n/e","n/e","2879","3031","3306"
"26.04.2020 21:00 - 26.04.2020 22:00","n/e","n/e","n/e","2959","3146","2792"
"26.04.2020 22:00 - 26.04.2020 23:00","n/e","n/e","n/e","3185","3323","2648"
"26.04.2020 23:00 - 27.04.2020 00:00","n/e","n/e","n/e","3483","3548","2673"
"27.04.2020 00:00 - 27.04.2020 01:00","n/e","n/e","n/e","3363","2951","2951"
"27.04.2020 01:00 - 27.04.2020 02:00","n/e","n/e","n/e","3571","3408","3408"
"27.04.2020 02:00 - 27.04.2020 03:00","n/e","n/e","n/e","3687","3569","3569"
"27.04.2020 03:00 - 27.04.2020 04:00","n/e","n/e","n/e","3829","3581","3581"
"27.04.2020 04:00 - 27.04.2020 05:00","n/e","n/e","n/e","3862","3558","3558"
"27.04.2020 05:00 - 27.04.2020 06:00","n/e","n/e","n/e","3901","3644","3644"
"27.04.2020 06:00 - 27.04.2020 07:00","n/e","n/e","n/e","3943","3638","3638"
"27.04.2020 07:00 - 27.04.2020 08:00","n/e","n/e","n/e","3979","3812","3812"
"27.04.2020 08:00 - 27.04.2020 09:00","n/e","n/e","n/e","3998","3800","3772"
"27.04.2020 09:00 - 27.04.2020 10:00","n/e","n/e","n/e","4006","3772","3579"
"27.04.2020 10:00 - 27.04.2020 11:00","n/e","n/e","n/e","4054","3833","3643"
"27.04.2020 11:00 - 27.04.2020 12:00","n/e","n/e","n/e","4258","4028","4071"
"27.04.2020 12:00 - 27.04.2020 13:00","n/e","n/e","n/e","4537","4220","4405"
"27.04.2020 13:00 - 27.04.2020 14:00","n/e","n/e","n/e","4860","4469","4443"
"27.04.2020 14:00 - 27.04.2020 15:00","n/e","n/e","n/e","5156","4892","4819"
"27.04.2020 15:00 - 27.04.2020 16:00","n/e","n/e","n/e","5723","5424","5523"
"27.04.2020 16:00 - 27.04.2020 17:00","n/e","n/e","n/e","6183","6058","5939"
"27.04.2020 17:00 - 27.04.2020 18:00","n/e","n/e","n/e","6283","6401","6306"
"27.04.2020 18:00 - 27.04.2020 19:00","n/e","n/e","n/e","6088","6562","6723"
"27.04.2020 19:00 - 27.04.2020 20:00","n/e","n/e","n/e","5737","6402","6267"
"27.04.2020 20:00 - 27.04.2020 21:00","n/e","n/e","n/e","5445","6216","5685"
"27.04.2020 21:00 - 27.04.2020 22:00","n/e","n/e","n/e","5434","6113","6022"
"27.04.2020 22:00 - 27.04.2020 23:00","n/e","n/e","n/e","5620","6135","6405"
"27.04.2020 23:00 - 28.04.2020 00:00","n/e","n/e","n/e","5827","6281","6558"
"28.04.2020 00:00 - 28.04.2020 01:00","n/e","n/e","n/e","6869","6726","6726"
"28.04.2020 01:00 - 28.04.2020 02:00","n/e","n/e","n/e","7193","6864","6864"
"28.04.2020 02:00 - 28.04.2020 03:00","n/e","n/e","n/e","7146","6871","6871"
"28.04.2020 03:00 - 28.04.2020 04:00","n/e","n/e","n/e","7155","6744","6744"
"28.04.2020 04:00 - 28.04.2020 05:00","n/e","n/e","n/e","7126","6610","6610"
"28.04.2020 05:00 - 28.04.2020 06:00","n/e","n/e","n/e","7030","6504","6504"
"28.04.2020 06:00 - 28.04.2020 07:00","n/e","n/e","n/e","6909","6271","6271"
"28.04.2020 07:00 - 28.04.2020 08:00","n/e","n/e","n/e","6783","6279","6279"
"28.04.2020 08:00 - 28.04.2020 09:00","n/e","n/e","n/e","6752","6323","5900"
"28.04.2020 09:00 - 28.04.2020 10:00","n/e","n/e","n/e","6937","6671","5577"
"28.04.2020 10:00 - 28.04.2020 11:00","n/e","n/e","n/e","7227","7175","5859"
"28.04.2020 11:00 - 28.04.2020 12:00","n/e","n/e","n/e","7453","7619","6436"
"28.04.2020 12:00 - 28.04.2020 13:00","n/e","n/e","n/e","7624","7986","6930"
"28.04.2020 13:00 - 28.04.2020 14:00","n/e","n/e","n/e","7881","8336","7269"
"28.04.2020 14:00 - 28.04.2020 15:00","n/e","n/e","n/e","8141","8671","7644"
"28.04.2020 15:00 - 28.04.2020 16:00","n/e","n/e","n/e","8444","8974","8193"
"28.04.2020 16:00 - 28.04.2020 17:00","n/e","n/e","n/e","8685","9187","8816"
"28.04.2020 17:00 - 28.04.2020 18:00","n/e","n/e","n/e","8643","9155","9054"
"28.04.2020 18:00 - 28.04.2020 19:00","n/e","n/e","n/e","8415","8943","9102"
"28.04.2020 19:00 - 28.04.2020 20:00","n/e","n/e","n/e","7947","8428","9458"
"28.04.2020 20:00 - 28.04.2020 21:00","n/e","n/e","n/e","7515","8021","8794"
"28.04.2020 21:00 - 28.04.2020 22:00","n/e","n/e","n/e","7303","7932","8103"
"28.04.2020 22:00 - 28.04.2020 23:00","n/e","n/e","n/e","7224","8038","8436"
"28.04.2020 23:00 - 29.04.2020 00:00","n/e","n/e","n/e","7338","8247","9047"
"29.04.2020 00:00 - 29.04.2020 01:00","n/e","n/e","n/e","8417","9348","9348"
"29.04.2020 01:00 - 29.04.2020 02:00","n/e","n/e","n/e","8430","9305","9305"
"29.04.2020 02:00 - 29.04.2020 03:00","n/e","n/e","n/e","8404","9056","9056"
"29.04.2020 03:00 - 29.04.2020 04:00","n/e","n/e","n/e","8363","9198","9198"
"29.04.2020 04:00 - 29.04.2020 05:00","n/e","n/e","n/e","8306","9013","9013"
"29.04.2020 05:00 - 29.04.2020 06:00","n/e","n/e","n/e","8171","8846","8846"
"29.04.2020 06:00 - 29.04.2020 07:00","n/e","n/e","n/e","7926","8551","8551"
"29.04.2020 07:00 - 29.04.2020 08:00","n/e","n/e","n/e","7542","8375","8375"
"29.04.2020 08:00 - 29.04.2020 09:00","n/e","n/e","n/e","7405","8011","7795"
"29.04.2020 09:00 - 29.04.2020 10:00","n/e","n/e","n/e","7517","7955","7278"
"29.04.2020 10:00 - 29.04.2020 11:00","n/e","n/e","n/e","7963","8165","7769"
"29.04.2020 11:00 - 29.04.2020 12:00","n/e","n/e","n/e","8719","8796","8180"
"29.04.2020 12:00 - 29.04.2020 13:00","n/e","n/e","n/e","9487","9556","8911"
"29.04.2020 13:00 - 29.04.2020 14:00","n/e","n/e","n/e","10336","10386","9515"
"29.04.2020 14:00 - 29.04.2020 15:00","n/e","n/e","n/e","11169","11305","10608"
"29.04.2020 15:00 - 29.04.2020 16:00","n/e","n/e","n/e","12090","12196","11245"
"29.04.2020 16:00 - 29.04.2020 17:00","n/e","n/e","n/e","12876","13014","11886"
"29.04.2020 17:00 - 29.04.2020 18:00","n/e","n/e","n/e","13103","13097","12669"
"29.04.2020 18:00 - 29.04.2020 19:00","n/e","n/e","n/e","13097","13012","13140"
"29.04.2020 19:00 - 29.04.2020 20:00","n/e","n/e","n/e","12824","12739","13058"
"29.04.2020 20:00 - 29.04.2020 21:00","n/e","n/e","n/e","12621","12708","13247"
"29.04.2020 21:00 - 29.04.2020 22:00","n/e","n/e","n/e","12534","12715","12625"
"29.04.2020 22:00 - 29.04.2020 23:00","n/e","n/e","n/e","12460","12718","12203"
"29.04.2020 23:00 - 30.04.2020 00:00","n/e","n/e","n/e","12493","12694","12307"
"30.04.2020 00:00 - 30.04.2020 01:00","n/e","n/e","n/e","12264","12125","12125"
"30.04.2020 01:00 - 30.04.2020 02:00","n/e","n/e","n/e","12311","11898","11898"
"30.04.2020 02:00 - 30.04.2020 03:00","n/e","n/e","n/e","12182","12003","12003"
"30.04.2020 03:00 - 30.04.2020 04:00","n/e","n/e","n/e","12292","12168","12168"
"30.04.2020 04:00 - 30.04.2020 05:00","n/e","n/e","n/e","12302","11386","11386"
"30.04.2020 05:00 - 30.04.2020 06:00","n/e","n/e","n/e","12318","11748","11748"
"30.04.2020 06:00 - 30.04.2020 07:00","n/e","n/e","n/e","12312","12122","12122"
"30.04.2020 07:00 - 30.04.2020 08:00","n/e","n/e","n/e","12274","12602","12602"
"30.04.2020 08:00 - 30.04.2020 09:00","n/e","n/e","n/e","12631","12813","12604"
"30.04.2020 09:00 - 30.04.2020 10:00","n/e","n/e","n/e","13212","13065","12824"
"30.04.2020 10:00 - 30.04.2020 11:00","n/e","n/e","n/e","13870","13795","13520"
"30.04.2020 11:00 - 30.04.2020 12:00","n/e","n/e","n/e","14408","14152","14350"
"30.04.2020 12:00 - 30.04.2020 13:00","n/e","n/e","n/e","15119","14651","14486"
"30.04.2020 13:00 - 30.04.2020 14:00","n/e","n/e","n/e","15492","14975","15131"
"30.04.2020 14:00 - 30.04.2020 15:00","n/e","n/e","n/e","15518","15108","14680"
"30.04.2020 15:00 - 30.04.2020 16:00","n/e","n/e","n/e","15311","15081","14160"
"30.04.2020 16:00 - 30.04.2020 17:00","n/e","n/e","n/e","14913","14748","13389"
"30.04.2020 17:00 - 30.04.2020 18:00","n/e","n/e","n/e","14495","14447","12819"
"30.04.2020 18:00 - 30.04.2020 19:00","n/e","n/e","n/e","13994","13952","12247"
"30.04.2020 19:00 - 30.04.2020 20:00","n/e","n/e","n/e","13167","13265","13582"
"30.04.2020 20:00 - 30.04.2020 21:00","n/e","n/e","n/e","12571","12734","13015"
"30.04.2020 21:00 - 30.04.2020 22:00","n/e","n/e","n/e","12304","12468","13255"
"30.04.2020 22:00 - 30.04.2020 23:00","n/e","n/e","n/e","12111","12277","13386"
"30.04.2020 23:00 - 01.05.2020 00:00","n/e","n/e","n/e","12090","12229","13074"
"01.05.2020 00:00 - 01.05.2020 01:00","n/e","n/e","n/e","12152","12560","12560"
"01.05.2020 01:00 - 01.05.2020 02:00","n/e","n/e","n/e","11981","12208","12208"
"01.05.2020 02:00 - 01.05.2020 03:00","n/e","n/e","n/e","12023","12060","12060"
"01.05.2020 03:00 - 01.05.2020 04:00","n/e","n/e","n/e","11969","11997","11997"
"01.05.2020 04:00 - 01.05.2020 05:00","n/e","n/e","n/e","11881","11701","11701"
"01.05.2020 05:00 - 01.05.2020 06:00","n/e","n/e","n/e","11879","11611","11611"
"01.05.2020 06:00 - 01.05.2020 07:00","n/e","n/e","n/e","11841","11364","11364"
"01.05.2020 07:00 - 01.05.2020 08:00","n/e","n/e","n/e","11787","10825","10825"
"01.05.2020 08:00 - 01.05.2020 09:00","n/e","n/e","n/e","11882","11366","10784"
"01.05.2020 09:00 - 01.05.2020 10:00","n/e","n/e","n/e","12013","11687","10949"
"01.05.2020 10:00 - 01.05.2020 11:00","n/e","n/e","n/e","12308","12060","11279"
"01.05.2020 11:00 - 01.05.2020 12:00","n/e","n/e","n/e","12804","12571","10716"
"01.05.2020 12:00 - 01.05.2020 13:00","n/e","n/e","n/e","13391","13078","11820"
"01.05.2020 13:00 - 01.05.2020 14:00","n/e","n/e","n/e","13856","13520","12114"
"01.05.2020 14:00 - 01.05.2020 15:00","n/e","n/e","n/e","13830","13494","9676"
"01.05.2020 15:00 - 01.05.2020 16:00","n/e","n/e","n/e","13712","13481","10984"
"01.05.2020 16:00 - 01.05.2020 17:00","n/e","n/e","n/e","13421","13238","9910"
"01.05.2020 17:00 - 01.05.2020 18:00","n/e","n/e","n/e","12862","12888","9166"
"01.05.2020 18:00 - 01.05.2020 19:00","n/e","n/e","n/e","12160","12383","9072"
"01.05.2020 19:00 - 01.05.2020 20:00","n/e","n/e","n/e","11111","11659","9989"
"01.05.2020 20:00 - 01.05.2020 21:00","n/e","n/e","n/e","10447","10975","10567"
"01.05.2020 21:00 - 01.05.2020 22:00","n/e","n/e","n/e","10071","10652","11086"
"01.05.2020 22:00 - 01.05.2020 23:00","n/e","n/e","n/e","9741","10310","10409"
"01.05.2020 23:00 - 02.05.2020 00:00","n/e","n/e","n/e","9482","10045","10053"
"02.05.2020 00:00 - 02.05.2020 01:00","n/e","n/e","n/e","8785","9741","9741"
"02.05.2020 01:00 - 02.05.2020 02:00","n/e","n/e","n/e","8619","9585","9585"
"02.05.2020 02:00 - 02.05.2020 03:00","n/e","n/e","n/e","8423","9329","9329"
"02.05.2020 03:00 - 02.05.2020 04:00","n/e","n/e","n/e","8193","9090","9090"
"02.05.2020 04:00 - 02.05.2020 05:00","n/e","n/e","n/e","7955","8687","8687"
"02.05.2020 05:00 - 02.05.2020 06:00","n/e","n/e","n/e","7587","8338","8338"
"02.05.2020 06:00 - 02.05.2020 07:00","n/e","n/e","n/e","7266","8033","8033"
"02.05.2020 07:00 - 02.05.2020 08:00","n/e","n/e","n/e","6885","7321","7321"
"02.05.2020 08:00 - 02.05.2020 09:00","n/e","n/e","n/e","6418","6998","6988"
"02.05.2020 09:00 - 02.05.2020 10:00","n/e","n/e","n/e","5976","6588","6469"
"02.05.2020 10:00 - 02.05.2020 11:00","n/e","n/e","n/e","5611","6159","6270"
"02.05.2020 11:00 - 02.05.2020 12:00","n/e","n/e","n/e","5669","5985","6062"
"02.05.2020 12:00 - 02.05.2020 13:00","n/e","n/e","n/e","5842","5995","5788"
"02.05.2020 13:00 - 02.05.2020 14:00","n/e","n/e","n/e","5961","5964","5530"
"02.05.2020 14:00 - 02.05.2020 15:00","n/e","n/e","n/e","6039","5984","5471"
"02.05.2020 15:00 - 02.05.2020 16:00","n/e","n/e","n/e","6014","6028","5477"
"02.05.2020 16:00 - 02.05.2020 17:00","n/e","n/e","n/e","5995","6027","5627"
"02.05.2020 17:00 - 02.05.2020 18:00","n/e","n/e","n/e","5574","5445","5712"
"02.05.2020 18:00 - 02.05.2020 19:00","n/e","n/e","n/e","4948","4862","5176"
"02.05.2020 19:00 - 02.05.2020 20:00","n/e","n/e","n/e","4366","4323","4515"
"02.05.2020 20:00 - 02.05.2020 21:00","n/e","n/e","n/e","3868","3863","3548"
"02.05.2020 21:00 - 02.05.2020 22:00","n/e","n/e","n/e","3448","3465","3160"
"02.05.2020 22:00 - 02.05.2020 23:00","n/e","n/e","n/e","3094","3116","2942"
"02.05.2020 23:00 - 03.05.2020 00:00","n/e","n/e","n/e","2675","2721","2881"
"03.05.2020 00:00 - 03.05.2020 01:00","n/e","n/e","n/e","2434","2616","2616"
"03.05.2020 01:00 - 03.05.2020 02:00","n/e","n/e","n/e","2102","2363","2363"
"03.05.2020 02:00 - 03.05.2020 03:00","n/e","n/e","n/e","1903","2161","2161"
"03.05.2020 03:00 - 03.05.2020 04:00","n/e","n/e","n/e","1772","1972","1972"
"03.05.2020 04:00 - 03.05.2020 05:00","n/e","n/e","n/e","1579","1808","1808"
"03.05.2020 05:00 - 03.05.2020 06:00","n/e","n/e","n/e","1587","1738","1738"
"03.05.2020 06:00 - 03.05.2020 07:00","n/e","n/e","n/e","1632","1722","1722"
"03.05.2020 07:00 - 03.05.2020 08:00","n/e","n/e","n/e","1747","1766","1766"
"03.05.2020 08:00 - 03.05.2020 09:00","n/e","n/e","n/e","1741","1962","1797"
"03.05.2020 09:00 - 03.05.2020 10:00","n/e","n/e","n/e","1727","2010","1904"
"03.05.2020 10:00 - 03.05.2020 11:00","n/e","n/e","n/e","1736","2025","1804"
"03.05.2020 11:00 - 03.05.2020 12:00","n/e","n/e","n/e","1870","2163","1949"
"03.05.2020 12:00 - 03.05.2020 13:00","n/e","n/e","n/e","2096","2379","2358"
"03.05.2020 13:00 - 03.05.2020 14:00","n/e","n/e","n/e","2317","2558","2839"
"03.05.2020 14:00 - 03.05.2020 15:00","n/e","n/e","n/e","2501","2678","3072"
"03.05.2020 15:00 - 03.05.2020 16:00","n/e","n/e","n/e","2639","2765","3011"
"03.05.2020 16:00 - 03.05.2020 17:00","n/e","n/e","n/e","2791","2925","3066"
"03.05.2020 17:00 - 03.05.2020 18:00","n/e","n/e","n/e","2948","3106","3032"
"03.05.2020 18:00 - 03.05.2020 19:00","n/e","n/e","n/e","3124","3272","2903"
"03.05.2020 19:00 - 03.05.2020 20:00","n/e","n/e","n/e","3302","3431","3080"
"03.05.2020 20:00 - 03.05.2020 21:00","n/e","n/e","n/e","3639","3856","3243"
"03.05.2020 21:00 - 03.05.2020 22:00","n/e","n/e","n/e","4106","4431","4030"
"03.05.2020 22:00 - 03.05.2020 23:00","n/e","n/e","n/e","4689","5093","4808"
"03.05.2020 23:00 - 04.05.2020 00:00","n/e","n/e","n/e","5239","5692","5179"
"04.05.2020 00:00 - 04.05.2020 01:00","n/e","n/e","n/e","5788","5324","5324"
"04.05.2020 01:00 - 04.05.2020 02:00","n/e","n/e","n/e","6483","5469","5469"
"04.05.2020 02:00 - 04.05.2020 03:00","n/e","n/e","n/e","6564","5708","5708"
"04.05.2020 03:00 - 04.05.2020 04:00","n/e","n/e","n/e","6761","5947","5947"
"04.05.2020 04:00 - 04.05.2020 05:00","n/e","n/e","n/e","6962","6307","6307"
"04.05.2020 05:00 - 04.05.2020 06:00","n/e","n/e","n/e","7146","6672","6672"
"04.05.2020 06:00 - 04.05.2020 07:00","n/e","n/e","n/e","7245","7079","7079"
"04.05.2020 07:00 - 04.05.2020 08:00","n/e","n/e","n/e","7581","7551","7551"
"04.05.2020 08:00 - 04.05.2020 09:00","n/e","n/e","n/e","7361","7605","8043"
"04.05.2020 09:00 - 04.05.2020 10:00","n/e","n/e","n/e","7287","7383","8130"
"04.05.2020 10:00 - 04.05.2020 11:00","n/e","n/e","n/e","7043","7190","7771"
"04.05.2020 11:00 - 04.05.2020 12:00","n/e","n/e","n/e","7862","7775","8344"
"04.05.2020 12:00 - 04.05.2020 13:00","n/e","n/e","n/e","8509","8882","9188"
"04.05.2020 13:00 - 04.05.2020 14:00","n/e","n/e","n/e","9898","9903","10196"
"04.05.2020 14:00 - 04.05.2020 15:00","n/e","n/e","n/e","10134","10577","11043"
